,,,,,,,,,,,단위 : 동
구분,구분,구분,합계,10년미만,10~15년미만,15~20년미만,20~25년미만,25~30년미만,30~35년미만,35년이상,기타
서울특별시,구로구,천왕동,  27 ,  27 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,구로구,항동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,금천구,가산동,  1 ,  - ,  - ,  - ,  1 ,  - ,  - ,  - ,  - 
서울특별시,금천구,독산동,  37 ,  1 ,  2 ,  3 ,  17 ,  4 ,  4 ,  5 ,  1 
서울특별시,금천구,시흥동,  16 ,  2 ,  - ,  1 ,  1 ,  - ,  2 ,  10 ,  - 
서울특별시,노원구,공릉동,  59 ,  18 ,  3 ,  7 ,  6 ,  5 ,  2 ,  17 ,  1 
서울특별시,노원구,상계동,  14 ,  2 ,  2 ,  5 ,  1 ,  - ,  4 ,  - ,  - 
서울특별시,노원구,월계동,  2 ,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,노원구,중계동,  2 ,  1 ,  - ,  - ,  - ,  - ,  1 ,  - ,  - 
서울특별시,노원구,하계동,  4 ,  - ,  1 ,  - ,  - ,  3 ,  - ,  - ,  - 
서울특별시,도봉구,도봉동,  7 ,  3 ,  - ,  3 ,  - ,  - ,  - ,  1 ,  - 
서울특별시,도봉구,방학동,  3 ,  1 ,  1 ,  - ,  1 ,  - ,  - ,  - ,  - 
서울특별시,도봉구,쌍문동,  4 ,  1 ,  - ,  1 ,  1 ,  - ,  - ,  - ,  1 
서울특별시,도봉구,창동,  6 ,  2 ,  2 ,  - ,  1 ,  1 ,  - ,  - ,  - 
서울특별시,동대문구,답십리동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,동대문구,신설동,  2 ,  1 ,  - ,  1 ,  - ,  - ,  - ,  - ,  - 
서울특별시,동대문구,용두동,  1 ,  - ,  - ,  1 ,  - ,  - ,  - ,  - ,  - 
서울특별시,동대문구,이문동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,동대문구,장안동,  2 ,  1 ,  - ,  - ,  - ,  1 ,  - ,  - ,  - 
서울특별시,동대문구,전농동,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,동대문구,제기동,  3 ,  2 ,  - ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,동대문구,청량리동,  2 ,  - ,  - ,  - ,  - ,  - ,  - ,  2 ,  - 
서울특별시,동대문구,회기동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,동대문구,휘경동,  4 ,  1 ,  1 ,  - ,  - ,  - ,  - ,  2 ,  - 
서울특별시,동작구,노량진동,  9 ,  - ,  - ,  1 ,  2 ,  5 ,  1 ,  - ,  - 
서울특별시,동작구,대방동,  47 ,  5 ,  - ,  3 ,  37 ,  1 ,  1 ,  - ,  - 
서울특별시,동작구,동작동,  4 ,  2 ,  - ,  1 ,  - ,  - ,  - ,  1 ,  - 
서울특별시,동작구,본동,  28 ,  - ,  - ,  - ,  - ,  - ,  8 ,  - ,  20 
서울특별시,동작구,사당동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,동작구,상도1동,  1 ,  - ,  - ,  - ,  1 ,  - ,  - ,  - ,  - 
서울특별시,동작구,상도동,  2 ,  - ,  - ,  1 ,  - ,  1 ,  - ,  - ,  - 
서울특별시,동작구,신대방동,  19 ,  1 ,  - ,  9 ,  1 ,  1 ,  7 ,  - ,  - 
서울특별시,동작구,흑석동,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,공덕동,  2 ,  - ,  - ,  - ,  2 ,  - ,  - ,  - ,  - 
서울특별시,마포구,구수동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,노고산동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,당인동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,대흥동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,도화동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,동교동,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  1 
서울특별시,마포구,마포동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,망원동,  1 ,  - ,  - ,  - ,  1 ,  - ,  - ,  - ,  - 
서울특별시,마포구,상수동,  2 ,  2 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,상암동,  21 ,  6 ,  5 ,  2 ,  4 ,  - ,  - ,  4 ,  - 
서울특별시,마포구,서교동,  2 ,  1 ,  - ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,마포구,성산동,  4 ,  2 ,  - ,  - ,  1 ,  - ,  - ,  1 ,  - 
서울특별시,마포구,신공덕동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,신수동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,신정동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,아현동,  4 ,  - ,  - ,  - ,  - ,  2 ,  - ,  2 ,  - 
서울특별시,마포구,연남동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,염리동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,용강동,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,중동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,창전동,  1 ,  - ,  - ,  1 ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,토정동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,하중동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,마포구,합정동,  20 ,  1 ,  - ,  1 ,  3 ,  1 ,  8 ,  6 ,  - 
서울특별시,마포구,현석동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서대문구,남가좌동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서대문구,냉천동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서대문구,대신동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서대문구,대현동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서대문구,미근동,  3 ,  - ,  1 ,  - ,  - ,  - ,  2 ,  - ,  - 
서울특별시,서대문구,봉원동,  1 ,  - ,  - ,  - ,  1 ,  - ,  - ,  - ,  - 
서울특별시,서대문구,북가좌동,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서대문구,북아현동,  1 ,  - ,  - ,  - ,  1 ,  - ,  - ,  - ,  - 
서울특별시,서대문구,신촌동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서대문구,연희동,  4 ,  - ,  - ,  1 ,  - ,  - ,  - ,  3 ,  - 
서울특별시,서대문구,영천동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서대문구,옥천동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서대문구,창천동,  1 ,  - ,  - ,  - ,  - ,  - ,  1 ,  - ,  - 
서울특별시,서대문구,천연동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서대문구,충정로2가,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,서대문구,충정로3가,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,서대문구,합동,  8 ,  1 ,  - ,  - ,  - ,  - ,  - ,  7 ,  - 
서울특별시,서대문구,현저동,  11 ,  2 ,  - ,  - ,  1 ,  - ,  1 ,  7 ,  - 
서울특별시,서대문구,홍은동,  3 ,  1 ,  - ,  1 ,  - ,  - ,  - ,  1 ,  - 
서울특별시,서대문구,홍제동,  10 ,  - ,  1 ,  2 ,  3 ,  - ,  - ,  3 ,  1 
서울특별시,서초구,내곡동,  26 ,  - ,  14 ,  9 ,  3 ,  - ,  - ,  - ,  - 
서울특별시,서초구,반포동,  5 ,  2 ,  1 ,  - ,  - ,  - ,  - ,  2 ,  - 
서울특별시,서초구,방배동,  12 ,  3 ,  1 ,  3 ,  2 ,  1 ,  - ,  2 ,  - 
서울특별시,서초구,서초동,  31 ,  8 ,  3 ,  8 ,  8 ,  2 ,  2 ,  - ,  - 
서울특별시,서초구,신원동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서초구,양재동,  4 ,  2 ,  - ,  - ,  1 ,  1 ,  - ,  - ,  - 
서울특별시,서초구,염곡동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서초구,우면동,  14 ,  2 ,  1 ,  1 ,  8 ,  - ,  - ,  1 ,  1 
서울특별시,서초구,원지동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,서초구,잠원동,  1 ,  - ,  1 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,금호동1가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,금호동2가,  3 ,  1 ,  2 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,금호동3가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,금호동4가,  1 ,  - ,  1 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,도선동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,마장동,  2 ,  - ,  - ,  1 ,  - ,  - ,  - ,  1 ,  - 
서울특별시,성동구,사근동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,상왕십리동,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,성수동1가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,성수동2가,  3 ,  1 ,  1 ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,성동구,송정동,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,옥수동,  2 ,  1 ,  - ,  - ,  1 ,  - ,  - ,  - ,  - 
서울특별시,성동구,용답동,  7 ,  3 ,  - ,  - ,  1 ,  - ,  - ,  3 ,  - 
서울특별시,성동구,응봉동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,하왕십리동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성동구,행당동,  6 ,  - ,  3 ,  - ,  - ,  2 ,  - ,  1 ,  - 
서울특별시,성동구,홍익동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,길음동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,돈암동,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,성북구,동선동1가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동선동2가,  1 ,  - ,  - ,  1 ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동선동3가,  1 ,  - ,  - ,  1 ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동선동4가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동선동5가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동소문동1가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동소문동2가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동소문동3가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동소문동4가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동소문동5가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동소문동6가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,동소문동7가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,보문동1가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,보문동2가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,보문동3가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,보문동4가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,보문동5가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,보문동6가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,보문동7가,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,성북구,삼선동1가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,삼선동2가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,삼선동3가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,삼선동4가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,삼선동5가,  2 ,  2 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,상월곡동,  2 ,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,석관동,  3 ,  - ,  - ,  - ,  1 ,  1 ,  1 ,  - ,  - 
서울특별시,성북구,성북동,  6 ,  1 ,  - ,  - ,  3 ,  - ,  1 ,  1 ,  - 
서울특별시,성북구,성북동1가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,안암동1가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,안암동2가,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,안암동3가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,안암동4가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,안암동5가,  1 ,  - ,  1 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,장위동,  2 ,  - ,  1 ,  - ,  - ,  - ,  1 ,  - ,  - 
서울특별시,성북구,정릉동,  5 ,  - ,  - ,  - ,  - ,  1 ,  - ,  4 ,  - 
서울특별시,성북구,종암동,  2 ,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,성북구,하월곡동,  4 ,  - ,  1 ,  1 ,  1 ,  1 ,  - ,  - ,  - 
서울특별시,송파구,가락동,  31 ,  1 ,  - ,  1 ,  - ,  2 ,  7 ,  18 ,  2 
서울특별시,송파구,거여동,  23 ,  - ,  2 ,  15 ,  4 ,  1 ,  - ,  - ,  1 
서울특별시,송파구,마천동,  2 ,  - ,  - ,  - ,  - ,  - ,  - ,  2 ,  - 
서울특별시,송파구,문정동,  5 ,  5 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,송파구,방이동,  1 ,  - ,  - ,  - ,  1 ,  - ,  - ,  - ,  - 
서울특별시,송파구,삼전동,  3 ,  - ,  - ,  - ,  2 ,  1 ,  - ,  - ,  - 
서울특별시,송파구,석촌동,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,송파구,송파동,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,송파구,신천동,  4 ,  1 ,  - ,  1 ,  2 ,  - ,  - ,  - ,  - 
서울특별시,송파구,오금동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,송파구,잠실동,  2 ,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,송파구,장지동,  8 ,  2 ,  - ,  4 ,  1 ,  1 ,  - ,  - ,  - 
서울특별시,송파구,풍납동,  1 ,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,양천구,목동,  13 ,  5 ,  2 ,  2 ,  1 ,  2 ,  1 ,  - ,  - 
서울특별시,양천구,신월동,  42 ,  17 ,  2 ,  1 ,  3 ,  1 ,  5 ,  8 ,  5 
서울특별시,양천구,신정동,  18 ,  3 ,  1 ,  2 ,  9 ,  2 ,  1 ,  - ,  - 
서울특별시,영등포구,당산동,  1 ,  - ,  1 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,당산동1가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,당산동2가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,당산동3가,  7 ,  - ,  - ,  1 ,  5 ,  - ,  - ,  1 ,  - 
서울특별시,영등포구,당산동4가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,당산동5가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,당산동6가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,대림동,  2 ,  1 ,  - ,  - ,  - ,  1 ,  - ,  - ,  - 
서울특별시,영등포구,도림동,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,영등포구,문래동1가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,문래동2가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,문래동3가,  3 ,  1 ,  - ,  1 ,  - ,  - ,  - ,  1 ,  - 
서울특별시,영등포구,문래동4가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,문래동5가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,문래동6가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,신길동,  35 ,  12 ,  14 ,  1 ,  3 ,  1 ,  1 ,  1 ,  2 
서울특별시,영등포구,양평동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,양평동1가,  1 ,  - ,  - ,  - ,  - ,  1 ,  - ,  - ,  - 
서울특별시,영등포구,양평동2가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,양평동3가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,양평동4가,  1 ,  - ,  1 ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,양평동5가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,양평동6가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,양화동,  2 ,  - ,  - ,  - ,  2 ,  - ,  - ,  - ,  - 
서울특별시,영등포구,여의도동,  14 ,  2 ,  2 ,  2 ,  - ,  2 ,  - ,  6 ,  - 
서울특별시,영등포구,영등포동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,영등포동1가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,영등포동2가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,영등포동3가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,영등포동4가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,영등포동5가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,영등포동6가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,영등포동7가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,영등포구,영등포동8가,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,용산구,갈월동,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,용산구,남영동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,용산구,도원동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
서울특별시,용산구,동빙고동,  5 ,  - ,  1 ,  - ,  - ,  - ,  - ,  4 ,  - 
서울특별시,용산구,동자동,  1 ,  - ,  - ,  - ,  - ,  - ,  - ,  1 ,  - 
서울특별시,용산구,문배동,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - ,  - 
