자치구,화재건수,인명피해,재산피해,날짜
강남구,3,0,1905,20150102
강동구,1,0,1294,20150102
강북구,0,0,0,20150102
강서구,1,0,385,20150102
관악구,0,0,0,20150102
광진구,0,0,0,20150102
구로구,0,0,0,20150102
금천구,0,0,0,20150102
노원구,0,0,0,20150102
도봉구,1,0,326,20150102
동대문구,0,0,0,20150102
동작구,0,0,0,20150102
마포구,1,0,92,20150102
서대문구,1,0,328,20150102
서초구,0,0,0,20150102
성동구,0,0,0,20150102
성북구,0,0,0,20150102
송파구,1,0,11524,20150102
양천구,0,0,0,20150102
영등포구,3,0,577,20150102
용산구,2,0,30811,20150102
은평구,0,0,0,20150102
종로구,0,0,0,20150102
중구,1,0,305,20150102
중랑구,1,0,55,20150102
강남구,1,0,3910,20150103
강동구,0,0,0,20150103
강북구,1,0,251,20150103
강서구,1,0,440,20150103
관악구,1,0,1210,20150103
광진구,0,0,0,20150103
구로구,0,0,0,20150103
금천구,0,0,0,20150103
노원구,2,0,171,20150103
도봉구,2,0,149,20150103
동대문구,1,0,58,20150103
동작구,1,0,96,20150103
마포구,2,0,447,20150103
서대문구,1,0,0,20150103
서초구,1,0,1,20150103
성동구,2,0,106,20150103
성북구,1,0,1,20150103
송파구,0,0,0,20150103
양천구,1,0,295,20150103
영등포구,2,2,7300,20150103
용산구,1,0,77,20150103
은평구,0,0,0,20150103
종로구,0,0,0,20150103
중구,0,0,0,20150103
중랑구,0,0,0,20150103
강남구,2,0,1564,20150104
강동구,0,0,0,20150104
강북구,1,0,416,20150104
강서구,0,0,0,20150104
관악구,1,0,20,20150104
광진구,0,0,0,20150104
구로구,0,0,0,20150104
금천구,0,0,0,20150104
노원구,1,0,1805,20150104
도봉구,0,0,0,20150104
동대문구,1,0,88,20150104
동작구,0,0,0,20150104
마포구,1,0,100,20150104
서대문구,0,0,0,20150104
서초구,0,0,0,20150104
성동구,0,0,0,20150104
성북구,0,0,0,20150104
송파구,0,0,0,20150104
양천구,1,0,15013,20150104
영등포구,0,0,0,20150104
용산구,0,0,0,20150104
은평구,0,0,0,20150104
종로구,0,0,0,20150104
중구,3,0,2611,20150104
중랑구,1,0,70,20150104
강남구,0,0,0,20150105
강동구,1,0,363,20150105
강북구,0,0,0,20150105
강서구,0,0,0,20150105
관악구,1,0,110,20150105
광진구,1,0,3080,20150105
구로구,0,0,0,20150105
금천구,0,0,0,20150105
노원구,1,0,615,20150105
도봉구,0,0,0,20150105
동대문구,0,0,0,20150105
동작구,0,0,0,20150105
마포구,0,0,0,20150105
서대문구,0,0,0,20150105
서초구,0,0,0,20150105
성동구,1,0,1450,20150105
성북구,1,1,1300,20150105
송파구,0,0,0,20150105
양천구,0,0,0,20150105
영등포구,0,0,0,20150105
용산구,0,0,0,20150105
은평구,0,0,0,20150105
종로구,0,0,0,20150105
중구,0,0,0,20150105
중랑구,0,0,0,20150105
강남구,1,0,11,20150106
강동구,1,0,203,20150106
강북구,2,0,2275,20150106
강서구,1,0,56,20150106
관악구,1,0,717,20150106
광진구,0,0,0,20150106
구로구,0,0,0,20150106
금천구,0,0,0,20150106
노원구,1,0,30,20150106
도봉구,0,0,0,20150106
동대문구,0,0,0,20150106
동작구,0,0,0,20150106
마포구,0,0,0,20150106
서대문구,1,0,476,20150106
서초구,0,0,0,20150106
성동구,2,0,628,20150106
성북구,0,0,0,20150106
송파구,1,0,1890,20150106
양천구,0,0,0,20150106
영등포구,1,0,80,20150106
용산구,1,0,11,20150106
은평구,1,0,1269,20150106
종로구,0,0,0,20150106
중구,0,0,0,20150106
중랑구,1,0,82,20150106
강남구,3,1,57283,20150107
강동구,0,0,0,20150107
강북구,0,0,0,20150107
강서구,1,0,36,20150107
관악구,2,0,2790,20150107
광진구,0,0,0,20150107
구로구,1,0,95,20150107
금천구,0,0,0,20150107
노원구,2,0,13514,20150107
도봉구,0,0,0,20150107
동대문구,0,0,0,20150107
동작구,0,0,0,20150107
마포구,0,0,0,20150107
서대문구,0,0,0,20150107
서초구,1,0,3976,20150107
성동구,0,0,0,20150107
성북구,0,0,0,20150107
송파구,0,0,0,20150107
양천구,1,0,13005,20150107
영등포구,0,0,0,20150107
용산구,1,0,180,20150107
은평구,0,0,0,20150107
종로구,2,0,1171,20150107
중구,1,0,0,20150107
중랑구,0,0,0,20150107
강남구,1,0,181,20150108
강동구,0,0,0,20150108
강북구,1,0,100,20150108
강서구,0,0,0,20150108
관악구,0,0,0,20150108
광진구,2,0,208,20150108
구로구,0,0,0,20150108
금천구,0,0,0,20150108
노원구,1,0,348,20150108
도봉구,1,0,1227,20150108
동대문구,0,0,0,20150108
동작구,2,0,9419,20150108
마포구,0,0,0,20150108
서대문구,0,0,0,20150108
서초구,1,0,10131,20150108
성동구,1,0,11286,20150108
성북구,0,0,0,20150108
송파구,1,0,432,20150108
양천구,1,0,33902,20150108
영등포구,1,0,48441,20150108
용산구,0,0,0,20150108
은평구,0,0,0,20150108
종로구,0,0,0,20150108
중구,0,0,0,20150108
중랑구,1,0,33,20150108
강남구,3,0,3251,20150109
강동구,0,0,0,20150109
강북구,2,0,300,20150109
강서구,1,0,40,20150109
관악구,2,1,11574,20150109
광진구,0,0,0,20150109
구로구,0,0,0,20150109
금천구,0,0,0,20150109
노원구,0,0,0,20150109
도봉구,0,0,0,20150109
동대문구,0,0,0,20150109
동작구,2,0,380,20150109
마포구,1,0,708,20150109
서대문구,0,0,0,20150109
서초구,1,0,3360,20150109
성동구,1,0,8852,20150109
성북구,0,0,0,20150109
송파구,0,0,0,20150109
양천구,1,0,30,20150109
영등포구,1,0,50,20150109
용산구,1,0,375,20150109
은평구,2,0,2795,20150109
종로구,0,0,0,20150109
중구,0,0,0,20150109
중랑구,0,0,0,20150109
강남구,0,0,0,20150110
강동구,0,0,0,20150110
강북구,1,0,48,20150110
강서구,1,0,3307,20150110
관악구,2,0,292,20150110
광진구,1,0,51,20150110
구로구,2,1,1162,20150110
금천구,0,0,0,20150110
노원구,1,0,2441,20150110
도봉구,0,0,0,20150110
동대문구,0,0,0,20150110
동작구,1,0,44,20150110
마포구,0,0,0,20150110
서대문구,0,0,0,20150110
서초구,2,0,107,20150110
성동구,2,0,13649,20150110
성북구,1,0,1375,20150110
송파구,0,0,0,20150110
양천구,1,0,2019,20150110
영등포구,0,0,0,20150110
용산구,0,0,0,20150110
은평구,0,0,0,20150110
종로구,1,0,0,20150110
중구,1,0,1303,20150110
중랑구,0,0,0,20150110
강남구,1,0,80,20150111
강동구,0,0,0,20150111
강북구,1,0,387,20150111
강서구,0,0,0,20150111
관악구,1,0,754,20150111
광진구,1,0,11459,20150111
구로구,1,0,4565,20150111
금천구,0,0,0,20150111
노원구,2,2,21268,20150111
도봉구,0,0,0,20150111
동대문구,1,0,100,20150111
동작구,0,0,0,20150111
마포구,1,0,100,20150111
서대문구,0,0,0,20150111
서초구,0,0,0,20150111
성동구,0,0,0,20150111
성북구,1,0,1,20150111
송파구,1,0,723,20150111
양천구,0,0,0,20150111
영등포구,1,0,25,20150111
용산구,1,0,11,20150111
은평구,0,0,0,20150111
종로구,1,0,30,20150111
중구,0,0,0,20150111
중랑구,0,0,0,20150111
강남구,2,0,89,20150112
강동구,0,0,0,20150112
강북구,0,0,0,20150112
강서구,0,0,0,20150112
관악구,3,0,425,20150112
광진구,1,0,1100,20150112
구로구,0,0,0,20150112
금천구,1,0,429,20150112
노원구,1,0,1664,20150112
도봉구,1,0,36,20150112
동대문구,0,0,0,20150112
동작구,1,0,0,20150112
마포구,0,0,0,20150112
서대문구,0,0,0,20150112
서초구,0,0,0,20150112
성동구,1,0,298,20150112
성북구,0,0,0,20150112
송파구,2,0,552,20150112
양천구,0,0,0,20150112
영등포구,1,0,496,20150112
용산구,0,0,0,20150112
은평구,0,0,0,20150112
종로구,0,0,0,20150112
중구,0,0,0,20150112
중랑구,2,0,185,20150112
강남구,0,0,0,20150113
강동구,1,0,53,20150113
강북구,1,0,473,20150113
강서구,1,0,398,20150113
관악구,0,0,0,20150113
광진구,0,0,0,20150113
구로구,1,0,414,20150113
금천구,0,0,0,20150113
노원구,0,0,0,20150113
도봉구,2,0,243,20150113
동대문구,0,0,0,20150113
동작구,2,0,440,20150113
마포구,0,0,0,20150113
서대문구,1,0,400,20150113
서초구,1,0,173,20150113
성동구,1,0,11726,20150113
성북구,1,0,1,20150113
송파구,2,0,936,20150113
양천구,1,0,388,20150113
영등포구,0,0,0,20150113
용산구,1,0,11,20150113
은평구,1,0,22,20150113
종로구,0,0,0,20150113
중구,1,0,99,20150113
중랑구,0,0,0,20150113
강남구,3,0,4673,20150114
강동구,2,0,366,20150114
강북구,0,0,0,20150114
강서구,1,0,330,20150114
관악구,0,0,0,20150114
광진구,1,0,83,20150114
구로구,0,0,0,20150114
금천구,0,0,0,20150114
노원구,0,0,0,20150114
도봉구,1,0,340,20150114
동대문구,1,0,17,20150114
동작구,0,0,0,20150114
마포구,1,0,36,20150114
서대문구,1,0,210,20150114
서초구,0,0,0,20150114
성동구,1,0,77,20150114
성북구,1,0,22,20150114
송파구,3,0,432,20150114
양천구,1,0,480,20150114
영등포구,0,0,0,20150114
용산구,0,0,0,20150114
은평구,0,0,0,20150114
종로구,0,0,0,20150114
중구,1,0,374,20150114
중랑구,1,0,112,20150114
강남구,3,0,4673,20150115
강동구,2,0,366,20150115
강북구,0,0,0,20150115
강서구,1,0,330,20150115
관악구,0,0,0,20150115
광진구,1,0,83,20150115
구로구,0,0,0,20150115
금천구,0,0,0,20150115
노원구,0,0,0,20150115
도봉구,1,0,340,20150115
동대문구,1,0,17,20150115
동작구,0,0,0,20150115
마포구,1,0,36,20150115
서대문구,1,0,210,20150115
서초구,0,0,0,20150115
성동구,1,0,77,20150115
성북구,1,0,22,20150115
송파구,3,0,432,20150115
양천구,1,0,480,20150115
영등포구,0,0,0,20150115
용산구,0,0,0,20150115
은평구,0,0,0,20150115
종로구,0,0,0,20150115
중구,1,0,374,20150115
중랑구,1,0,112,20150115
강남구,1,0,282278,20150116
강동구,0,0,0,20150116
강북구,0,0,0,20150116
강서구,1,0,22,20150116
관악구,0,0,0,20150116
광진구,0,0,0,20150116
구로구,1,0,13,20150116
금천구,0,0,0,20150116
노원구,0,0,0,20150116
도봉구,0,0,0,20150116
동대문구,0,0,0,20150116
동작구,0,0,0,20150116
마포구,1,0,53,20150116
서대문구,0,0,0,20150116
서초구,0,0,0,20150116
성동구,0,0,0,20150116
성북구,0,0,0,20150116
송파구,0,0,0,20150116
양천구,0,0,0,20150116
영등포구,0,0,0,20150116
용산구,1,0,11,20150116
은평구,0,0,0,20150116
종로구,1,0,1501,20150116
중구,2,0,3410,20150116
중랑구,0,0,0,20150116
강남구,1,0,1584,20150117
강동구,1,0,2560,20150117
강북구,0,0,0,20150117
강서구,2,0,3761,20150117
관악구,1,0,124,20150117
광진구,1,0,496,20150117
구로구,2,0,259,20150117
금천구,0,0,0,20150117
노원구,0,0,0,20150117
도봉구,0,0,0,20150117
동대문구,0,0,0,20150117
동작구,1,0,0,20150117
마포구,0,0,0,20150117
서대문구,0,0,0,20150117
서초구,0,0,0,20150117
성동구,0,0,0,20150117
성북구,0,0,0,20150117
송파구,2,0,786,20150117
양천구,1,0,52,20150117
영등포구,0,0,0,20150117
용산구,0,0,0,20150117
은평구,1,0,312,20150117
종로구,0,0,0,20150117
중구,0,0,0,20150117
중랑구,0,0,0,20150117
강남구,2,0,172,20150118
강동구,1,0,244,20150118
강북구,0,0,0,20150118
강서구,0,0,0,20150118
관악구,1,0,456,20150118
광진구,0,0,0,20150118
구로구,0,0,0,20150118
금천구,1,0,60,20150118
노원구,0,0,0,20150118
도봉구,0,0,0,20150118
동대문구,2,0,82,20150118
동작구,1,0,89,20150118
마포구,1,0,315,20150118
서대문구,1,0,440,20150118
서초구,0,0,0,20150118
성동구,1,0,0,20150118
성북구,0,0,0,20150118
송파구,0,0,0,20150118
양천구,1,0,2448,20150118
영등포구,2,0,78,20150118
용산구,1,0,38,20150118
은평구,1,0,932,20150118
종로구,0,0,0,20150118
중구,0,0,0,20150118
중랑구,0,0,0,20150118
강남구,1,0,6345,20150119
강동구,0,0,0,20150119
강북구,0,0,0,20150119
강서구,2,0,729,20150119
관악구,1,0,3833,20150119
광진구,0,0,0,20150119
구로구,0,0,0,20150119
금천구,0,0,0,20150119
노원구,0,0,0,20150119
도봉구,0,0,0,20150119
동대문구,1,0,68,20150119
동작구,1,0,712,20150119
마포구,0,0,0,20150119
서대문구,1,0,401,20150119
서초구,1,0,2772,20150119
성동구,0,0,0,20150119
성북구,1,0,140,20150119
송파구,0,0,0,20150119
양천구,0,0,0,20150119
영등포구,0,0,0,20150119
용산구,0,0,0,20150119
은평구,2,0,491,20150119
종로구,1,0,158,20150119
중구,0,0,0,20150119
중랑구,0,0,0,20150119
강남구,1,0,23,20150120
강동구,1,0,45,20150120
강북구,0,0,0,20150120
강서구,2,0,1240,20150120
관악구,0,0,0,20150120
광진구,0,0,0,20150120
구로구,0,0,0,20150120
금천구,2,0,600,20150120
노원구,0,0,0,20150120
도봉구,1,1,16361,20150120
동대문구,1,1,420,20150120
동작구,0,0,0,20150120
마포구,1,0,50,20150120
서대문구,0,0,0,20150120
서초구,1,0,110,20150120
성동구,0,0,0,20150120
성북구,1,0,1382,20150120
송파구,0,0,0,20150120
양천구,1,0,31,20150120
영등포구,0,0,0,20150120
용산구,1,0,11,20150120
은평구,1,0,28,20150120
종로구,1,0,1205,20150120
중구,0,0,0,20150120
중랑구,5,0,6278,20150120
강남구,2,0,5404,20150121
강동구,2,0,126,20150121
강북구,0,0,0,20150121
강서구,0,0,0,20150121
관악구,3,0,272,20150121
광진구,0,0,0,20150121
구로구,0,0,0,20150121
금천구,0,0,0,20150121
노원구,1,0,30,20150121
도봉구,0,0,0,20150121
동대문구,0,0,0,20150121
동작구,0,0,0,20150121
마포구,0,0,0,20150121
서대문구,0,0,0,20150121
서초구,0,0,0,20150121
성동구,0,0,0,20150121
성북구,1,0,100,20150121
송파구,1,0,8018,20150121
양천구,1,0,72,20150121
영등포구,0,0,0,20150121
용산구,0,0,0,20150121
은평구,0,0,0,20150121
종로구,0,0,0,20150121
중구,1,0,100,20150121
중랑구,0,0,0,20150121
강남구,0,0,0,20150122
강동구,0,0,0,20150122
강북구,0,0,0,20150122
강서구,4,0,651,20150122
관악구,1,0,356,20150122
광진구,2,0,2453,20150122
구로구,1,0,2857,20150122
금천구,0,0,0,20150122
노원구,1,0,15,20150122
도봉구,1,0,44,20150122
동대문구,0,0,0,20150122
동작구,2,0,4337,20150122
마포구,1,0,41,20150122
서대문구,2,0,472,20150122
서초구,1,0,440,20150122
성동구,0,0,0,20150122
성북구,0,0,0,20150122
송파구,0,0,0,20150122
양천구,0,0,0,20150122
영등포구,0,0,0,20150122
용산구,0,0,0,20150122
은평구,0,0,0,20150122
종로구,1,0,3363,20150122
중구,1,0,99,20150122
중랑구,0,0,0,20150122
강남구,1,0,82,20150123
강동구,1,0,33,20150123
강북구,0,0,0,20150123
강서구,0,0,0,20150123
관악구,1,0,5772,20150123
광진구,0,0,0,20150123
구로구,0,0,0,20150123
금천구,0,0,0,20150123
노원구,1,0,4,20150123
도봉구,2,1,53078,20150123
동대문구,0,0,0,20150123
동작구,0,0,0,20150123
마포구,0,0,0,20150123
서대문구,0,0,0,20150123
서초구,2,0,175,20150123
성동구,0,0,0,20150123
성북구,0,0,0,20150123
송파구,1,0,1320,20150123
양천구,0,0,0,20150123
영등포구,1,0,53,20150123
용산구,0,0,0,20150123
은평구,0,0,0,20150123
종로구,0,0,0,20150123
중구,0,0,0,20150123
중랑구,1,0,35,20150123
강남구,2,0,100,20150124
강동구,3,0,13545,20150124
강북구,1,0,94,20150124
강서구,0,0,0,20150124
관악구,2,0,290,20150124
광진구,0,0,0,20150124
구로구,0,0,0,20150124
금천구,0,0,0,20150124
노원구,0,0,0,20150124
도봉구,1,0,55,20150124
동대문구,1,0,108,20150124
동작구,0,0,0,20150124
마포구,0,0,0,20150124
서대문구,0,0,0,20150124
서초구,0,0,0,20150124
성동구,0,0,0,20150124
성북구,0,0,0,20150124
송파구,1,0,4647,20150124
양천구,0,0,0,20150124
영등포구,0,0,0,20150124
용산구,0,0,0,20150124
은평구,1,0,412,20150124
종로구,1,0,1836,20150124
중구,1,0,2503,20150124
중랑구,0,0,0,20150124
강남구,3,0,607,20150125
강동구,1,0,1925,20150125
강북구,0,0,0,20150125
강서구,1,0,4346,20150125
관악구,0,0,0,20150125
광진구,0,0,0,20150125
구로구,0,0,0,20150125
금천구,1,0,6336,20150125
노원구,0,0,0,20150125
도봉구,2,0,111,20150125
동대문구,1,0,379,20150125
동작구,0,0,0,20150125
마포구,0,0,0,20150125
서대문구,1,1,7252,20150125
서초구,1,0,20,20150125
성동구,0,0,0,20150125
성북구,1,0,0,20150125
송파구,1,0,11021,20150125
양천구,0,0,0,20150125
영등포구,0,0,0,20150125
용산구,0,0,0,20150125
은평구,1,0,58,20150125
종로구,1,0,200,20150125
중구,0,0,0,20150125
중랑구,0,0,0,20150125
강남구,1,0,239,20150126
강동구,0,0,0,20150126
강북구,0,0,0,20150126
강서구,0,0,0,20150126
관악구,1,0,307,20150126
광진구,0,0,0,20150126
구로구,1,0,88,20150126
금천구,0,0,0,20150126
노원구,1,0,16824,20150126
도봉구,1,0,4844,20150126
동대문구,0,0,0,20150126
동작구,1,0,253,20150126
마포구,0,0,0,20150126
서대문구,1,0,55,20150126
서초구,1,0,24,20150126
성동구,0,0,0,20150126
성북구,0,0,0,20150126
송파구,0,0,0,20150126
양천구,0,0,0,20150126
영등포구,1,0,23030,20150126
용산구,0,0,0,20150126
은평구,1,0,18752,20150126
종로구,2,0,450,20150126
중구,0,0,0,20150126
중랑구,0,0,0,20150126
강남구,1,0,488,20150127
강동구,0,0,0,20150127
강북구,0,0,0,20150127
강서구,1,0,27,20150127
관악구,1,0,138,20150127
광진구,0,0,0,20150127
구로구,0,0,0,20150127
금천구,0,0,0,20150127
노원구,2,0,400,20150127
도봉구,0,0,0,20150127
동대문구,2,0,3961,20150127
동작구,1,0,0,20150127
마포구,1,0,528,20150127
서대문구,0,0,0,20150127
서초구,0,0,0,20150127
성동구,0,0,0,20150127
성북구,0,0,0,20150127
송파구,1,0,73,20150127
양천구,0,0,0,20150127
영등포구,2,0,516,20150127
용산구,1,0,11,20150127
은평구,0,0,0,20150127
종로구,3,0,650,20150127
중구,1,0,330,20150127
중랑구,0,0,0,20150127
강남구,2,0,492,20150128
강동구,0,0,0,20150128
강북구,0,0,0,20150128
강서구,1,0,23,20150128
관악구,2,0,557,20150128
광진구,0,0,0,20150128
구로구,0,0,0,20150128
금천구,0,0,0,20150128
노원구,0,0,0,20150128
도봉구,0,0,0,20150128
동대문구,2,0,384,20150128
동작구,1,0,11,20150128
마포구,1,0,150,20150128
서대문구,1,0,0,20150128
서초구,1,0,192,20150128
성동구,0,0,0,20150128
성북구,1,0,0,20150128
송파구,0,0,0,20150128
양천구,1,0,169,20150128
영등포구,1,0,70,20150128
용산구,0,0,0,20150128
은평구,0,0,0,20150128
종로구,0,0,0,20150128
중구,0,0,0,20150128
중랑구,1,0,44,20150128
강남구,1,0,385,20150129
강동구,0,0,0,20150129
강북구,1,0,1573,20150129
강서구,1,0,453,20150129
관악구,0,0,0,20150129
광진구,0,0,0,20150129
구로구,0,0,0,20150129
금천구,0,0,0,20150129
노원구,1,0,2580,20150129
도봉구,0,0,0,20150129
동대문구,0,0,0,20150129
동작구,0,0,0,20150129
마포구,0,0,0,20150129
서대문구,0,0,0,20150129
서초구,0,0,0,20150129
성동구,1,0,105,20150129
성북구,0,0,0,20150129
송파구,2,3,28240,20150129
양천구,1,0,8,20150129
영등포구,0,0,0,20150129
용산구,1,0,0,20150129
은평구,1,0,39,20150129
종로구,1,0,1798,20150129
중구,1,0,165,20150129
중랑구,0,0,0,20150129
강남구,2,1,4631,20150130
강동구,1,0,29,20150130
강북구,0,0,0,20150130
강서구,0,0,0,20150130
관악구,0,0,0,20150130
광진구,0,0,0,20150130
구로구,0,0,0,20150130
금천구,0,0,0,20150130
노원구,0,0,0,20150130
도봉구,0,0,0,20150130
동대문구,1,0,7486,20150130
동작구,0,0,0,20150130
마포구,1,0,949,20150130
서대문구,0,0,0,20150130
서초구,1,0,412,20150130
성동구,1,0,57,20150130
성북구,1,0,385,20150130
송파구,0,0,0,20150130
양천구,0,0,0,20150130
영등포구,0,0,0,20150130
용산구,0,0,0,20150130
은평구,0,0,0,20150130
종로구,0,0,0,20150130
중구,1,0,118,20150130
중랑구,0,0,0,20150130
강남구,0,0,0,20150131
강동구,2,0,25860,20150131
강북구,0,0,0,20150131
강서구,3,0,145,20150131
관악구,0,0,0,20150131
광진구,0,0,0,20150131
구로구,0,0,0,20150131
금천구,2,0,372,20150131
노원구,0,0,0,20150131
도봉구,0,0,0,20150131
동대문구,0,0,0,20150131
동작구,0,0,0,20150131
마포구,0,0,0,20150131
서대문구,0,0,0,20150131
서초구,0,0,0,20150131
성동구,0,0,0,20150131
성북구,0,0,0,20150131
송파구,1,0,121,20150131
양천구,2,0,741,20150131
영등포구,0,0,0,20150131
용산구,0,0,0,20150131
은평구,0,0,0,20150131
종로구,0,0,0,20150131
중구,1,0,96,20150131
중랑구,1,0,434,20150131
강남구,0,0,0,20150201
강동구,0,0,0,20150201
강북구,0,0,0,20150201
강서구,1,0,440,20150201
관악구,0,0,0,20150201
광진구,0,0,0,20150201
구로구,2,1,395,20150201
금천구,0,0,0,20150201
노원구,2,0,30,20150201
도봉구,2,0,6357,20150201
동대문구,2,1,550,20150201
동작구,0,0,0,20150201
마포구,1,0,154,20150201
서대문구,0,0,0,20150201
서초구,2,2,381,20150201
성동구,1,0,473,20150201
성북구,2,0,2984,20150201
송파구,2,0,1009,20150201
양천구,1,0,264,20150201
영등포구,0,0,0,20150201
용산구,1,0,11,20150201
은평구,2,0,474,20150201
종로구,0,0,0,20150201
중구,1,0,37505,20150201
중랑구,1,1,18,20150201
강남구,2,0,339,20150202
강동구,1,0,18,20150202
강북구,0,0,0,20150202
강서구,1,0,20,20150202
관악구,0,0,0,20150202
광진구,0,0,0,20150202
구로구,1,0,104,20150202
금천구,0,0,0,20150202
노원구,1,0,199,20150202
도봉구,1,0,50,20150202
동대문구,1,0,48,20150202
동작구,0,0,0,20150202
마포구,0,0,0,20150202
서대문구,0,0,0,20150202
서초구,1,1,262007,20150202
성동구,0,0,0,20150202
성북구,0,0,0,20150202
송파구,0,0,0,20150202
양천구,0,0,0,20150202
영등포구,1,0,91,20150202
용산구,0,0,0,20150202
은평구,0,0,0,20150202
종로구,0,0,0,20150202
중구,0,0,0,20150202
중랑구,1,0,1595,20150202
강남구,6,0,1770,20150203
강동구,1,0,53,20150203
강북구,0,0,0,20150203
강서구,1,0,11,20150203
관악구,0,0,0,20150203
광진구,2,0,756,20150203
구로구,0,0,0,20150203
금천구,0,0,0,20150203
노원구,2,0,38319,20150203
도봉구,1,0,409,20150203
동대문구,1,0,11,20150203
동작구,2,0,458,20150203
마포구,1,0,11,20150203
서대문구,1,0,85,20150203
서초구,0,0,0,20150203
성동구,0,0,0,20150203
성북구,0,0,0,20150203
송파구,0,0,0,20150203
양천구,1,0,53,20150203
영등포구,0,0,0,20150203
용산구,0,0,0,20150203
은평구,1,0,49487,20150203
종로구,1,0,300,20150203
중구,0,0,0,20150203
중랑구,2,0,11170,20150203
강남구,1,0,6848,20150204
강동구,0,0,0,20150204
강북구,0,0,0,20150204
강서구,2,0,386,20150204
관악구,0,0,0,20150204
광진구,0,0,0,20150204
구로구,1,0,9,20150204
금천구,0,0,0,20150204
노원구,0,0,0,20150204
도봉구,0,0,0,20150204
동대문구,2,0,754,20150204
동작구,1,0,95,20150204
마포구,0,0,0,20150204
서대문구,0,0,0,20150204
서초구,1,0,42847,20150204
성동구,0,0,0,20150204
성북구,0,0,0,20150204
송파구,1,0,44297,20150204
양천구,1,0,67,20150204
영등포구,0,0,0,20150204
용산구,0,0,0,20150204
은평구,2,0,422,20150204
종로구,0,0,0,20150204
중구,1,0,91,20150204
중랑구,0,0,0,20150204
강남구,0,0,0,20150205
강동구,0,0,0,20150205
강북구,0,0,0,20150205
강서구,0,0,0,20150205
관악구,1,0,27,20150205
광진구,0,0,0,20150205
구로구,1,0,19,20150205
금천구,0,0,0,20150205
노원구,1,0,105,20150205
도봉구,0,0,0,20150205
동대문구,1,0,33,20150205
동작구,1,0,55,20150205
마포구,0,0,0,20150205
서대문구,1,0,11,20150205
서초구,1,0,2200,20150205
성동구,0,0,0,20150205
성북구,0,0,0,20150205
송파구,0,0,0,20150205
양천구,0,0,0,20150205
영등포구,2,1,10124,20150205
용산구,1,0,3850,20150205
은평구,0,0,0,20150205
종로구,2,0,300,20150205
중구,0,0,0,20150205
중랑구,0,0,0,20150205
강남구,2,0,4433,20150206
강동구,2,0,5381,20150206
강북구,0,0,0,20150206
강서구,1,0,20,20150206
관악구,0,0,0,20150206
광진구,1,0,105,20150206
구로구,0,0,0,20150206
금천구,1,0,507,20150206
노원구,1,2,23541,20150206
도봉구,0,0,0,20150206
동대문구,0,0,0,20150206
동작구,0,0,0,20150206
마포구,0,0,0,20150206
서대문구,1,0,53,20150206
서초구,0,0,0,20150206
성동구,1,0,38,20150206
성북구,2,0,1295,20150206
송파구,1,0,356,20150206
양천구,1,0,1160,20150206
영등포구,0,0,0,20150206
용산구,0,0,0,20150206
은평구,0,0,0,20150206
종로구,0,0,0,20150206
중구,0,0,0,20150206
중랑구,0,0,0,20150206
강남구,3,0,4811,20150207
강동구,1,0,55,20150207
강북구,0,0,0,20150207
강서구,0,0,0,20150207
관악구,0,0,0,20150207
광진구,1,0,111,20150207
구로구,1,0,74,20150207
금천구,0,0,0,20150207
노원구,1,0,49,20150207
도봉구,1,0,135,20150207
동대문구,1,0,320,20150207
동작구,0,0,0,20150207
마포구,0,0,0,20150207
서대문구,0,0,0,20150207
서초구,0,0,0,20150207
성동구,2,0,318,20150207
성북구,0,0,0,20150207
송파구,0,0,0,20150207
양천구,1,0,29,20150207
영등포구,1,0,280,20150207
용산구,0,0,0,20150207
은평구,1,0,113,20150207
종로구,0,0,0,20150207
중구,0,0,0,20150207
중랑구,2,0,11006,20150207
강남구,2,0,106,20150208
강동구,0,0,0,20150208
강북구,1,0,179,20150208
강서구,1,0,234,20150208
관악구,1,0,50,20150208
광진구,0,0,0,20150208
구로구,0,0,0,20150208
금천구,0,0,0,20150208
노원구,1,0,99,20150208
도봉구,1,0,990,20150208
동대문구,0,0,0,20150208
동작구,0,0,0,20150208
마포구,1,0,2060,20150208
서대문구,0,0,0,20150208
서초구,1,0,135,20150208
성동구,1,0,0,20150208
성북구,1,0,1760,20150208
송파구,0,0,0,20150208
양천구,1,0,304,20150208
영등포구,0,0,0,20150208
용산구,0,0,0,20150208
은평구,0,0,0,20150208
종로구,1,0,30,20150208
중구,0,0,0,20150208
중랑구,1,0,836,20150208
강남구,3,0,5291,20150209
강동구,1,0,11,20150209
강북구,1,0,1495,20150209
강서구,0,0,0,20150209
관악구,3,0,5613,20150209
광진구,1,0,119,20150209
구로구,0,0,0,20150209
금천구,1,0,61,20150209
노원구,0,0,0,20150209
도봉구,0,0,0,20150209
동대문구,1,0,15,20150209
동작구,0,0,0,20150209
마포구,1,0,402,20150209
서대문구,0,0,0,20150209
서초구,0,0,0,20150209
성동구,2,0,13836,20150209
성북구,2,0,1238,20150209
송파구,0,0,0,20150209
양천구,0,0,0,20150209
영등포구,3,0,9259,20150209
용산구,2,0,250,20150209
은평구,0,0,0,20150209
종로구,1,0,33463,20150209
중구,1,0,2432,20150209
중랑구,0,0,0,20150209
강남구,2,0,3749,20150210
강동구,1,0,20,20150210
강북구,0,0,0,20150210
